heure_depart,duree_vol,nb_vols_jour,retards_7j_moy,compagnie,meteo_depart,retard
0.4,93.4,122.0,6.0,FlyY,Bonne,0
-15.0,122.5,62.0,13.0,FlyY,Bonne,0
17.0,128.3,139.0,29.0,AirX,Moyenne,1
20.9,164.5,200.0,34.0,AirX,Moyenne,1
17.6,213.1,141.0,21.0,FlyY,Bonne,1
14.6,261.8,169.0,33.0,FlyY,Mauvaise,1
9.5,99.5,101.0,16.0,FlyY,Bonne,0
5.3,97.0,137.0,3.0,FlyY,Bonne,0
20.1,150.5,82.0,37.0,AirX,Moyenne,1
23.0,195.7,112.0,29.0,SkyZ,Moyenne,1
9.6,126.7,74.0,18.0,FlyY,Bonne,0
18.1,140.5,172.0,30.0,FlyY,Moyenne,1
16.0,123.9,132.0,3.0,AirX,Bonne,0
17.6,193.9,115.0,29.0,FlyY,Bonne,1
7.7,97.5,130.0,0.0,FlyY,Bonne,0
17.2,222.0,109.0,26.0,AirX,Moyenne,1
5.8,111.8,106.0,13.0,SkyZ,Bonne,0
20.0,118.2,137.0,33.0,AirX,Bonne,1
13.0,165.7,102.0,4.0,SkyZ,Bonne,0
8.2,118.5,134.0,13.0,FlyY,Moyenne,0
12.5,169.0,105.0,3.0,AirX,Moyenne,0
22.6,162.2,200.0,39.0,FlyY,Moyenne,1
12.6,174.8,149.0,35.0,SkyZ,Bonne,1
4.3,144.0,138.0,24.0,FlyY,Moyenne,0
0.0,150.6,111.0,24.0,SkyZ,Bonne,0
8.4,81.1,50.0,16.0,FlyY,Moyenne,0
15.1,172.7,119.0,35.0,FlyY,Mauvaise,1
7.8,168.2,84.0,22.0,SkyZ,Bonne,0
9.8,96.6,107.0,4.0,AirX,Moyenne,0
6.9,131.9,116.0,26.0,FlyY,Bonne,0
7.0,99.3,144.0,3.0,AirX,Bonne,0
12.1,118.2,109.0,22.0,SkyZ,Bonne,0
14.6,186.8,149.0,28.0,SkyZ,Bonne,1
6.3,116.6,71.0,24.0,AirX,Bonne,0
18.1,138.7,173.0,48.0,FlyY,Moyenne,1
13.0,141.7,143.0,11.0,SkyZ,Bonne,0
13.0,84.1,123.0,1.0,AirX,Moyenne,0
6.6,168.2,111.0,17.0,FlyY,Bonne,0
5.4,100.5,117.0,3.0,SkyZ,Bonne,0
9.8,109.6,80.0,25.0,AirX,Moyenne,0
7.6,106.3,86.0,13.0,FlyY,Bonne,0
5.6,150.7,137.0,26.0,AirX,Bonne,0
5.6,133.1,140.0,16.0,SkyZ,Moyenne,0
14.4,136.2,147.0,12.0,SkyZ,Bonne,0
10.6,145.0,131.0,16.0,SkyZ,Bonne,0
0.0,77.3,135.0,15.0,FlyY,Bonne,0
18.2,213.3,171.0,40.0,SkyZ,Mauvaise,1
8.0,128.2,69.0,11.0,SkyZ,Moyenne,0
11.2,91.6,115.0,8.0,FlyY,Moyenne,0
6.0,105.6,100.0,18.0,SkyZ,Moyenne,0
7.9,118.7,116.0,19.0,AirX,Bonne,0
12.6,155.7,99.0,14.0,FlyY,Bonne,0
11.3,111.3,136.0,21.0,AirX,Moyenne,0
2.6,121.3,134.0,6.0,AirX,Bonne,0
5.5,105.6,151.0,10.0,AirX,Bonne,0
6.6,108.3,109.0,18.0,FlyY,Bonne,0
6.7,124.8,82.0,13.0,FlyY,Bonne,0
17.7,244.4,117.0,12.0,FlyY,Mauvaise,1
8.4,163.7,69.0,12.0,AirX,Bonne,0
13.7,105.7,100.0,13.0,FlyY,Bonne,0
12.9,160.1,189.0,23.0,FlyY,Bonne,1
18.7,215.5,99.0,21.0,FlyY,Mauvaise,1
9.1,149.0,58.0,19.0,FlyY,Bonne,0
15.3,163.5,160.0,28.0,FlyY,Bonne,1
0.9,103.3,101.0,15.0,SkyZ,Moyenne,0
6.8,139.6,117.0,14.0,FlyY,Moyenne,0
1.8,164.1,126.0,14.0,AirX,Bonne,0
10.1,118.0,115.0,6.0,AirX,Bonne,0
3.9,134.4,119.0,23.0,SkyZ,Bonne,0
3.8,170.3,102.0,4.0,AirX,Bonne,0
5.1,98.1,104.0,15.0,SkyZ,Bonne,0
0.0,164.8,133.0,9.0,FlyY,Bonne,0
9.7,40.4,76.0,22.0,SkyZ,Bonne,0
3.0,151.0,95.0,0.0,FlyY,Bonne,0
19.2,183.5,115.0,34.0,SkyZ,Moyenne,1
18.6,79.1,165.0,34.0,FlyY,Mauvaise,1
10.6,124.9,86.0,12.0,FlyY,Moyenne,0
4.0,98.7,119.0,6.0,FlyY,Bonne,0
10.4,171.8,130.0,22.0,FlyY,Bonne,0
7.9,151.0,173.0,7.0,FlyY,Mauvaise,0
6.7,86.9,113.0,6.0,SkyZ,Bonne,0
5.2,107.8,118.0,2.0,SkyZ,Bonne,0
8.4,135.1,108.0,9.0,FlyY,Bonne,0
4.7,146.2,130.0,14.0,FlyY,Moyenne,0
6.2,122.0,140.0,17.0,FlyY,Moyenne,0
7.1,115.1,125.0,21.0,FlyY,Bonne,0
5.7,131.4,161.0,16.0,AirX,Bonne,0
-15.0,209.9,136.0,33.0,AirX,Mauvaise,1
12.7,70.4,85.0,24.0,FlyY,Bonne,0
5.7,160.1,144.0,18.0,AirX,Moyenne,0
17.9,168.3,134.0,35.0,AirX,Moyenne,1
5.4,124.7,115.0,6.0,AirX,Moyenne,0
3.0,129.4,134.0,28.0,AirX,Bonne,0
6.5,165.4,108.0,15.0,AirX,Bonne,0
9.8,130.1,126.0,13.0,SkyZ,Bonne,0
9.9,108.2,67.0,13.0,FlyY,Moyenne,0
23.0,165.3,111.0,35.0,FlyY,Mauvaise,1
6.9,92.8,132.0,12.0,FlyY,Bonne,0
3.4,146.5,130.0,19.0,AirX,Bonne,0
10.5,120.7,86.0,10.0,SkyZ,Mauvaise,0
15.1,112.0,102.0,12.0,FlyY,Moyenne,0
13.2,77.4,118.0,14.0,AirX,Moyenne,0
6.6,99.2,102.0,15.0,FlyY,Bonne,0
12.7,67.8,91.0,11.0,SkyZ,Bonne,0
10.0,153.2,76.0,14.0,SkyZ,Moyenne,0
10.1,121.6,146.0,13.0,FlyY,Moyenne,0
6.8,142.6,105.0,12.0,FlyY,Bonne,0
12.7,64.2,94.0,14.0,AirX,Bonne,0
13.3,120.7,56.0,25.0,SkyZ,Bonne,0
7.5,151.3,133.0,12.0,AirX,Bonne,0
8.1,150.1,103.0,29.0,SkyZ,Bonne,0
18.6,178.2,135.0,34.0,FlyY,Mauvaise,1
2.2,144.1,140.0,26.0,FlyY,Bonne,0
7.7,89.3,170.0,23.0,FlyY,Moyenne,0
9.9,107.9,56.0,6.0,AirX,Bonne,0
10.9,112.5,121.0,4.0,AirX,Moyenne,0
21.6,214.8,100.0,50.0,AirX,Mauvaise,1
3.3,95.4,79.0,19.0,AirX,Bonne,0
6.4,89.8,167.0,10.0,FlyY,Bonne,0
3.8,150.6,76.0,13.0,FlyY,Bonne,0
4.7,118.5,91.0,20.0,AirX,Bonne,0
4.5,58.4,126.0,16.0,SkyZ,Moyenne,0
17.3,271.2,124.0,21.0,SkyZ,Mauvaise,1
5.7,95.9,132.0,26.0,SkyZ,Bonne,0
7.4,116.8,76.0,13.0,SkyZ,Bonne,0
16.9,157.6,133.0,3.0,AirX,Bonne,1
3.6,114.5,93.0,12.0,FlyY,Moyenne,0
0.9,128.1,149.0,2.0,FlyY,Bonne,0
9.3,79.0,73.0,14.0,FlyY,Bonne,0
3.1,118.9,132.0,12.0,AirX,Moyenne,0
21.8,220.0,187.0,32.0,SkyZ,Moyenne,1
1.3,135.0,119.0,20.0,AirX,Bonne,0
0.0,104.9,90.0,6.0,AirX,Moyenne,0
8.4,104.7,120.0,22.0,FlyY,Bonne,0
4.3,127.8,115.0,11.0,FlyY,Bonne,0
5.8,99.2,113.0,4.0,FlyY,Moyenne,0
13.0,123.0,90.0,21.0,AirX,Moyenne,0
6.1,111.2,130.0,15.0,SkyZ,Bonne,0
7.9,115.1,108.0,15.0,AirX,Bonne,0
7.8,165.6,128.0,25.0,AirX,Bonne,0
0.0,163.6,100.0,16.0,SkyZ,Bonne,0
6.5,108.5,87.0,17.0,SkyZ,Bonne,0
8.6,163.6,95.0,28.0,SkyZ,Bonne,0
8.1,119.8,103.0,4.0,SkyZ,Bonne,0
3.9,106.0,108.0,15.0,FlyY,Moyenne,0
6.9,128.8,130.0,13.0,FlyY,Moyenne,0
17.3,202.5,145.0,12.0,AirX,Moyenne,1
6.0,133.4,133.0,15.0,FlyY,Bonne,0
15.6,135.5,197.0,41.0,FlyY,Mauvaise,1
14.1,166.8,166.0,29.0,AirX,Moyenne,1
14.8,205.6,173.0,35.0,FlyY,Moyenne,1
4.0,111.0,115.0,4.0,FlyY,Moyenne,0
8.6,85.4,77.0,12.0,AirX,Mauvaise,0
8.7,105.1,143.0,18.0,AirX,Bonne,0
2.3,137.8,98.0,11.0,FlyY,Bonne,0
4.3,154.6,100.0,16.0,AirX,Moyenne,0
8.3,79.8,88.0,2.0,SkyZ,Moyenne,0
7.8,129.8,119.0,13.0,FlyY,Moyenne,0
7.3,120.8,198.0,0.0,FlyY,Bonne,0
5.8,167.6,127.0,16.0,FlyY,Bonne,0
8.5,156.1,65.0,16.0,SkyZ,Bonne,0
18.6,247.1,95.0,24.0,FlyY,Mauvaise,1
8.3,162.8,126.0,16.0,FlyY,Bonne,0
6.5,84.5,143.0,19.0,FlyY,Bonne,0
2.9,72.3,127.0,15.0,AirX,Bonne,0
4.7,98.9,127.0,24.0,SkyZ,Bonne,0
18.6,180.1,142.0,37.0,FlyY,Moyenne,1
3.8,106.2,110.0,3.0,FlyY,Moyenne,0
16.2,151.1,184.0,22.0,SkyZ,Moyenne,1
15.7,151.6,146.0,24.0,SkyZ,Bonne,0
-15.0,85.0,97.0,4.0,FlyY,Moyenne,0
-15.0,127.5,90.0,20.0,SkyZ,Bonne,0
17.5,203.7,170.0,24.0,FlyY,Moyenne,1
-15.0,181.6,133.0,19.0,FlyY,Bonne,0
2.7,107.9,140.0,27.0,FlyY,Bonne,0
8.3,119.4,172.0,4.0,FlyY,Moyenne,0
23.0,172.9,151.0,25.0,AirX,Mauvaise,1
6.4,109.9,123.0,6.0,SkyZ,Bonne,0
20.7,205.1,146.0,23.0,SkyZ,Moyenne,1
13.5,148.4,143.0,18.0,AirX,Bonne,0
6.8,153.0,162.0,31.0,SkyZ,Bonne,0
7.9,149.0,93.0,21.0,AirX,Bonne,0
8.2,141.7,142.0,16.0,FlyY,Bonne,0
0.1,151.4,116.0,11.0,FlyY,Bonne,0
6.1,124.9,123.0,11.0,AirX,Bonne,0
9.6,98.3,117.0,16.0,SkyZ,Bonne,0
20.6,149.7,145.0,47.0,SkyZ,Mauvaise,1
6.2,66.5,50.0,10.0,FlyY,Bonne,0
12.2,110.4,131.0,19.0,AirX,Moyenne,0
8.6,89.0,135.0,18.0,AirX,Bonne,0
3.9,124.4,139.0,14.0,FlyY,Moyenne,0
18.2,150.9,118.0,37.0,SkyZ,Bonne,1
9.4,102.6,160.0,24.0,FlyY,Bonne,0
2.9,67.2,102.0,11.0,AirX,Bonne,0
8.0,103.0,90.0,1.0,FlyY,Bonne,0
12.7,125.7,135.0,3.0,FlyY,Bonne,0
12.2,150.0,101.0,9.0,FlyY,Moyenne,0
16.2,184.4,192.0,22.0,AirX,Moyenne,1
3.9,144.7,88.0,10.0,FlyY,Moyenne,0
20.5,181.7,112.0,35.0,FlyY,Moyenne,1
14.2,123.3,167.0,20.0,SkyZ,Bonne,0
8.0,112.3,64.0,14.0,FlyY,Bonne,0
20.8,174.3,156.0,28.0,FlyY,Bonne,1
5.8,110.6,134.0,31.0,SkyZ,Bonne,0
6.1,122.8,95.0,17.0,AirX,Bonne,0
8.8,133.0,62.0,20.0,SkyZ,Bonne,0
2.6,103.8,93.0,2.0,FlyY,Bonne,0
7.6,127.2,142.0,29.0,AirX,Bonne,0
6.8,109.6,109.0,9.0,FlyY,Moyenne,0
11.0,133.8,143.0,13.0,FlyY,Moyenne,0
2.7,83.0,171.0,26.0,AirX,Bonne,0
19.8,187.0,116.0,16.0,FlyY,Mauvaise,1
22.5,156.5,71.0,18.0,FlyY,Mauvaise,1
6.5,168.0,135.0,17.0,FlyY,Bonne,0
4.7,119.1,125.0,4.0,AirX,Bonne,0
9.3,116.8,113.0,26.0,SkyZ,Bonne,0
23.0,185.9,138.0,25.0,SkyZ,Mauvaise,1
23.0,160.6,174.0,14.0,SkyZ,Moyenne,1
17.6,185.0,144.0,29.0,FlyY,Bonne,1
7.7,85.5,125.0,7.0,AirX,Bonne,0
5.9,107.0,82.0,1.0,FlyY,Bonne,0
6.3,142.6,97.0,8.0,AirX,Bonne,0
11.5,115.0,80.0,16.0,AirX,Bonne,0
7.1,94.4,101.0,4.0,FlyY,Moyenne,0
11.2,138.1,97.0,10.0,FlyY,Moyenne,0
18.8,175.9,63.0,35.0,FlyY,Moyenne,1
18.3,193.1,107.0,42.0,FlyY,Moyenne,1
4.4,114.0,113.0,19.0,FlyY,Moyenne,0
11.5,139.6,92.0,17.0,AirX,Bonne,0
1.9,87.5,122.0,32.0,SkyZ,Moyenne,0
5.9,163.6,171.0,19.0,FlyY,Bonne,0
9.0,121.7,115.0,25.0,FlyY,Moyenne,0
13.5,223.7,151.0,26.0,AirX,Bonne,1
0.0,91.0,142.0,0.0,FlyY,Moyenne,0
9.1,124.2,155.0,25.0,FlyY,Bonne,0
4.3,122.6,99.0,8.0,AirX,Bonne,0
14.4,147.3,181.0,33.0,AirX,Bonne,1
11.6,114.5,70.0,22.0,FlyY,Bonne,0
4.4,110.9,138.0,12.0,FlyY,Moyenne,0
1.7,138.9,139.0,15.0,AirX,Moyenne,0
11.0,110.5,120.0,9.0,SkyZ,Bonne,0
9.7,112.1,102.0,15.0,AirX,Bonne,0
20.7,169.6,120.0,32.0,FlyY,Bonne,1
5.3,116.3,111.0,19.0,SkyZ,Bonne,0
5.4,160.1,138.0,23.0,FlyY,Bonne,0
8.4,118.1,146.0,17.0,FlyY,Moyenne,0
8.3,103.6,99.0,8.0,FlyY,Bonne,0
3.5,114.8,118.0,13.0,AirX,Bonne,0
13.3,111.8,152.0,18.0,SkyZ,Bonne,0
14.6,91.0,122.0,5.0,FlyY,Bonne,0
8.5,104.0,118.0,2.0,SkyZ,Bonne,0
16.3,212.4,127.0,39.0,AirX,Moyenne,1
0.3,144.9,119.0,8.0,AirX,Bonne,0
7.7,80.6,119.0,19.0,AirX,Bonne,0
11.3,118.9,117.0,15.0,FlyY,Bonne,0
7.8,118.0,90.0,28.0,FlyY,Bonne,0
2.5,115.3,103.0,4.0,SkyZ,Bonne,0
19.9,153.1,181.0,44.0,FlyY,Mauvaise,1
6.1,104.7,97.0,8.0,SkyZ,Moyenne,0
9.8,197.2,130.0,0.0,AirX,Bonne,0
18.4,142.2,154.0,48.0,SkyZ,Bonne,1
2.9,136.1,74.0,29.0,FlyY,Bonne,0
6.1,122.6,116.0,27.0,FlyY,Bonne,0
6.3,115.6,185.0,23.0,SkyZ,Moyenne,0
7.4,116.1,98.0,17.0,FlyY,Moyenne,0
0.0,156.5,148.0,12.0,FlyY,Bonne,0
3.6,69.2,95.0,8.0,AirX,Bonne,0
17.8,176.9,192.0,30.0,AirX,Bonne,1
21.1,247.9,200.0,8.0,SkyZ,Moyenne,1
18.0,172.2,195.0,32.0,FlyY,Moyenne,1
7.0,113.7,121.0,18.0,FlyY,Bonne,0
6.8,104.9,148.0,5.0,FlyY,Bonne,0
11.1,115.7,143.0,11.0,AirX,Moyenne,0
5.7,103.8,112.0,10.0,AirX,Bonne,0
7.8,151.6,143.0,6.0,FlyY,Bonne,0
4.9,199.0,102.0,28.0,FlyY,Bonne,0
15.0,162.2,141.0,27.0,AirX,Moyenne,1
3.7,154.8,152.0,23.0,FlyY,Bonne,0
18.3,172.9,157.0,20.0,AirX,Bonne,1
3.0,154.6,172.0,18.0,FlyY,Moyenne,0
6.0,125.1,97.0,18.0,AirX,Bonne,0
6.0,148.9,85.0,9.0,FlyY,Bonne,0
7.3,94.2,154.0,15.0,FlyY,Bonne,0
12.0,124.1,161.0,26.0,FlyY,Bonne,0
7.3,61.8,119.0,4.0,AirX,Moyenne,0
3.2,120.0,112.0,4.0,AirX,Bonne,0
10.9,144.9,59.0,31.0,FlyY,Bonne,0
12.3,177.5,158.0,29.0,FlyY,Bonne,1
3.2,112.7,147.0,20.0,FlyY,Moyenne,0
13.1,131.5,188.0,18.0,AirX,Moyenne,1
14.5,110.7,75.0,23.0,FlyY,Bonne,0
8.4,147.1,103.0,21.0,SkyZ,Bonne,0
1.4,75.8,84.0,6.0,FlyY,Moyenne,0
6.6,160.9,102.0,20.0,AirX,Bonne,0
6.4,147.2,120.0,16.0,FlyY,Moyenne,0
5.1,168.9,60.0,11.0,AirX,Moyenne,0
8.6,85.9,93.0,17.0,AirX,Moyenne,0
5.1,53.5,90.0,5.0,SkyZ,Bonne,0
8.3,95.8,113.0,19.0,AirX,Bonne,0
8.2,130.8,151.0,10.0,FlyY,Moyenne,0
2.3,115.1,125.0,0.0,FlyY,Bonne,0
11.5,99.8,109.0,24.0,FlyY,Bonne,0
4.3,96.3,137.0,13.0,FlyY,Moyenne,0
5.3,133.4,129.0,26.0,AirX,Moyenne,0
17.1,160.6,111.0,38.0,FlyY,Bonne,1
11.9,123.2,105.0,3.0,FlyY,Bonne,0
2.5,109.3,53.0,10.0,AirX,Bonne,0
3.8,126.8,174.0,18.0,FlyY,Moyenne,0
0.9,104.3,93.0,29.0,AirX,Mauvaise,0
12.7,93.4,135.0,6.0,AirX,Bonne,0
8.0,115.8,193.0,2.0,FlyY,Bonne,0
3.5,92.4,71.0,11.0,AirX,Moyenne,0
7.7,131.5,62.0,2.0,FlyY,Bonne,0
0.4,112.2,151.0,11.0,FlyY,Bonne,0
20.6,170.5,162.0,38.0,SkyZ,Mauvaise,1
9.1,57.5,98.0,20.0,AirX,Bonne,0
21.8,167.9,157.0,23.0,AirX,Moyenne,1
11.7,183.5,72.0,0.0,AirX,Bonne,0
0.9,117.8,117.0,35.0,FlyY,Bonne,0
6.2,60.6,116.0,16.0,FlyY,Moyenne,0
4.2,97.0,92.0,21.0,AirX,Bonne,0
0.0,86.7,68.0,18.0,SkyZ,Mauvaise,0
4.8,108.4,115.0,12.0,AirX,Bonne,0
5.4,76.4,144.0,16.0,FlyY,Bonne,0
5.4,105.7,124.0,13.0,FlyY,Bonne,0
12.3,173.6,161.0,41.0,SkyZ,Bonne,1
2.5,157.6,153.0,19.0,FlyY,Bonne,0
13.2,148.0,50.0,28.0,SkyZ,Bonne,0
15.0,164.9,138.0,17.0,FlyY,Bonne,0
0.7,110.8,127.0,16.0,SkyZ,Bonne,0
13.1,204.8,100.0,27.0,AirX,Moyenne,1
0.0,106.3,107.0,11.0,SkyZ,Moyenne,0
8.8,116.4,144.0,18.0,FlyY,Moyenne,0
7.2,156.7,98.0,19.0,SkyZ,Bonne,0
7.2,118.6,159.0,18.0,FlyY,Bonne,0
17.7,188.6,134.0,27.0,FlyY,Moyenne,1
7.8,30.0,113.0,16.0,FlyY,Bonne,0
2.5,111.7,104.0,17.0,FlyY,Bonne,0
4.6,99.9,146.0,14.0,AirX,Moyenne,0
4.2,99.5,99.0,10.0,AirX,Moyenne,0
2.5,140.6,142.0,12.0,AirX,Bonne,0
5.5,113.8,153.0,25.0,AirX,Bonne,0
4.5,154.9,142.0,7.0,SkyZ,Moyenne,0
8.3,80.5,145.0,11.0,AirX,Bonne,0
14.0,152.6,149.0,21.0,SkyZ,Moyenne,1
4.2,137.9,154.0,17.0,FlyY,Moyenne,0
9.4,115.8,134.0,26.0,AirX,Moyenne,0
1.6,93.4,89.0,9.0,FlyY,Bonne,0
8.0,87.8,140.0,21.0,FlyY,Bonne,0
7.3,134.2,114.0,19.0,FlyY,Moyenne,0
8.1,92.0,84.0,17.0,FlyY,Moyenne,0
15.2,158.7,97.0,35.0,FlyY,Moyenne,1
0.2,118.0,113.0,27.0,AirX,Bonne,0
3.8,119.5,114.0,11.0,SkyZ,Bonne,0
5.9,131.9,118.0,14.0,SkyZ,Moyenne,0
7.1,87.4,92.0,11.0,FlyY,Moyenne,0
6.2,172.0,50.0,17.0,AirX,Mauvaise,0
20.1,164.1,63.0,37.0,FlyY,Moyenne,1
2.8,130.3,133.0,24.0,AirX,Bonne,0
15.7,269.3,126.0,40.0,AirX,Moyenne,1
8.3,120.8,92.0,25.0,AirX,Moyenne,0
0.0,82.0,93.0,17.0,FlyY,Bonne,0
6.3,152.8,138.0,11.0,SkyZ,Moyenne,0
14.3,134.8,86.0,17.0,FlyY,Bonne,0
-15.0,121.7,152.0,21.0,FlyY,Bonne,0
16.8,201.5,183.0,32.0,FlyY,Moyenne,1
6.3,128.6,120.0,5.0,FlyY,Bonne,0
16.2,163.1,104.0,32.0,FlyY,Bonne,1
11.7,121.5,121.0,19.0,SkyZ,Bonne,0
11.3,113.6,101.0,9.0,AirX,Bonne,0
-15.0,153.2,50.0,11.0,SkyZ,Bonne,0
1.7,159.2,132.0,2.0,FlyY,Bonne,0
10.7,76.7,118.0,27.0,FlyY,Mauvaise,0
4.6,137.2,65.0,23.0,FlyY,Bonne,0
3.1,101.0,104.0,5.0,FlyY,Bonne,0
6.1,152.3,115.0,22.0,SkyZ,Bonne,0
16.2,190.1,126.0,45.0,SkyZ,Moyenne,1
12.8,69.8,127.0,15.0,FlyY,Bonne,0
15.8,192.3,138.0,21.0,AirX,Moyenne,1
12.6,220.3,194.0,27.0,FlyY,Moyenne,1
8.8,97.1,144.0,20.0,SkyZ,Moyenne,0
4.4,125.8,98.0,7.0,AirX,Bonne,0
13.2,77.9,129.0,15.0,FlyY,Moyenne,0
7.9,118.7,50.0,28.0,FlyY,Bonne,0
8.3,151.3,97.0,17.0,FlyY,Mauvaise,0
19.7,172.1,163.0,20.0,AirX,Moyenne,1
7.9,80.6,123.0,10.0,FlyY,Bonne,0
3.6,149.0,116.0,12.0,SkyZ,Bonne,0
9.0,134.6,166.0,18.0,AirX,Bonne,0
2.9,87.4,94.0,23.0,AirX,Moyenne,0
8.6,83.2,127.0,1.0,SkyZ,Bonne,0
4.8,114.5,80.0,27.0,AirX,Bonne,0
12.4,147.6,148.0,18.0,SkyZ,Bonne,0
6.7,107.7,78.0,0.0,FlyY,Moyenne,0
11.5,125.0,103.0,0.0,AirX,Moyenne,0
0.0,190.8,183.0,17.0,SkyZ,Moyenne,0
20.9,196.5,115.0,28.0,FlyY,Moyenne,1
9.6,135.3,123.0,22.0,FlyY,Bonne,0
7.7,61.8,107.0,14.0,FlyY,Bonne,0
11.0,136.5,140.0,1.0,FlyY,Moyenne,0
5.9,142.7,104.0,21.0,AirX,Bonne,0
8.9,118.7,142.0,3.0,FlyY,Bonne,0
6.5,143.5,143.0,5.0,SkyZ,Bonne,0
9.7,137.3,130.0,24.0,AirX,Bonne,0
6.5,111.4,144.0,11.0,FlyY,Bonne,0
10.4,37.0,196.0,27.0,FlyY,Moyenne,0
18.0,142.2,173.0,31.0,FlyY,Bonne,1
7.7,123.9,109.0,24.0,AirX,Bonne,0
18.7,161.9,200.0,29.0,SkyZ,Bonne,1
7.9,117.1,152.0,13.0,FlyY,Moyenne,0
6.6,120.0,57.0,5.0,AirX,Bonne,0
4.8,102.8,114.0,4.0,AirX,Moyenne,0
12.5,162.5,146.0,10.0,AirX,Moyenne,0
4.1,143.5,136.0,21.0,FlyY,Bonne,0
18.0,153.6,158.0,29.0,FlyY,Mauvaise,1
5.8,109.6,96.0,9.0,SkyZ,Mauvaise,0
1.5,164.2,105.0,10.0,FlyY,Moyenne,0
21.5,253.4,88.0,18.0,AirX,Moyenne,1
5.1,96.4,83.0,16.0,FlyY,Bonne,0
4.1,54.7,85.0,11.0,FlyY,Bonne,0
2.5,92.7,105.0,1.0,AirX,Bonne,0
6.4,94.0,142.0,18.0,AirX,Bonne,0
3.8,132.4,124.0,23.0,AirX,Mauvaise,0
8.8,147.4,119.0,20.0,FlyY,Bonne,0
5.2,131.7,128.0,5.0,FlyY,Moyenne,0
18.7,151.0,200.0,35.0,FlyY,Moyenne,1
16.5,186.0,200.0,42.0,SkyZ,Moyenne,1
22.2,190.1,103.0,35.0,SkyZ,Mauvaise,1
12.5,130.3,118.0,31.0,FlyY,Bonne,0
22.0,156.4,120.0,31.0,SkyZ,Bonne,1
9.6,179.1,93.0,5.0,AirX,Bonne,0
8.0,112.4,82.0,2.0,AirX,Bonne,0
10.9,116.9,77.0,14.0,AirX,Bonne,0
6.2,115.2,141.0,21.0,AirX,Bonne,0
5.9,129.2,108.0,13.0,FlyY,Moyenne,0
3.7,99.3,119.0,9.0,SkyZ,Bonne,0
17.4,160.4,146.0,25.0,AirX,Bonne,1
8.5,137.1,92.0,27.0,AirX,Moyenne,0
13.1,168.6,105.0,11.0,FlyY,Bonne,0
5.8,145.2,121.0,20.0,SkyZ,Bonne,0
5.6,119.4,76.0,20.0,FlyY,Moyenne,0
5.9,130.4,50.0,15.0,FlyY,Moyenne,0
2.2,159.8,50.0,27.0,AirX,Moyenne,0
1.5,137.8,103.0,22.0,AirX,Bonne,0
13.0,154.6,93.0,34.0,SkyZ,Moyenne,1
14.7,144.9,93.0,12.0,SkyZ,Moyenne,0
8.8,118.8,50.0,32.0,AirX,Bonne,0
17.3,184.9,195.0,29.0,SkyZ,Moyenne,1
6.4,127.8,126.0,5.0,FlyY,Moyenne,0
11.7,123.2,77.0,5.0,SkyZ,Bonne,0
8.3,117.1,70.0,15.0,FlyY,Bonne,0
16.1,228.3,122.0,32.0,FlyY,Mauvaise,1
12.2,109.4,109.0,22.0,FlyY,Moyenne,0
9.4,157.8,171.0,16.0,FlyY,Bonne,0
5.6,130.2,171.0,12.0,AirX,Moyenne,0
6.8,166.0,106.0,21.0,AirX,Bonne,0
5.9,57.6,121.0,22.0,FlyY,Bonne,0
8.2,131.8,133.0,7.0,FlyY,Bonne,0
19.2,246.1,124.0,35.0,AirX,Mauvaise,1
9.5,161.1,96.0,24.0,FlyY,Mauvaise,0
10.7,75.7,122.0,0.0,SkyZ,Bonne,0
12.0,117.3,150.0,24.0,AirX,Bonne,0
9.0,86.4,118.0,6.0,FlyY,Bonne,0
14.4,244.2,187.0,30.0,FlyY,Mauvaise,1
17.3,159.6,200.0,31.0,SkyZ,Mauvaise,1
16.2,193.1,131.0,35.0,AirX,Moyenne,1
4.1,152.9,102.0,19.0,FlyY,Moyenne,0
4.6,91.7,106.0,7.0,SkyZ,Moyenne,0
2.4,120.7,106.0,22.0,SkyZ,Bonne,0
0.5,195.7,97.0,14.0,FlyY,Bonne,0
8.9,154.3,68.0,13.0,FlyY,Bonne,0
20.0,284.1,167.0,21.0,FlyY,Moyenne,1
18.1,212.2,140.0,43.0,SkyZ,Moyenne,1
6.3,90.9,180.0,0.0,FlyY,Bonne,0
16.1,84.8,200.0,31.0,AirX,Mauvaise,1
10.9,125.4,114.0,13.0,SkyZ,Bonne,0
9.4,117.5,148.0,25.0,FlyY,Bonne,0
11.6,118.1,121.0,23.0,FlyY,Moyenne,0
5.8,94.1,117.0,14.0,AirX,Moyenne,0
12.9,152.8,131.0,11.0,FlyY,Moyenne,0
4.6,67.2,130.0,19.0,FlyY,Bonne,0
6.6,69.5,67.0,15.0,FlyY,Bonne,0
15.4,57.6,123.0,9.0,AirX,Moyenne,0
14.8,122.3,150.0,19.0,FlyY,Bonne,0
0.0,172.0,96.0,0.0,SkyZ,Bonne,0
5.0,89.6,96.0,5.0,AirX,Moyenne,0
1.2,102.7,152.0,15.0,SkyZ,Bonne,0
9.1,142.5,92.0,20.0,FlyY,Moyenne,0
6.6,144.6,166.0,11.0,SkyZ,Moyenne,0
8.5,98.0,90.0,29.0,FlyY,Bonne,0
